FID;NOME;GEOCODIGO;POINT_X;POINT_Y;NOMEUF;SIGLAUF
4714;Mataraca;2509305;-35.044184;-6.555563;PARAIBA;PB
4715;Várzea Grande;2211407;-42.225420;-6.553590;PIAUI;PI
4716;Carnaúba dos Dantas;2402402;-36.548763;-6.553402;RIO GRANDE DO NORTE;RN
4717;Logradouro;2508554;-35.428588;-6.553064;PARAIBA;PB
4718;Lastro;2508406;-38.178398;-6.550952;PARAIBA;PB
4719;Cuité;2505105;-36.077378;-6.548710;PARAIBA;PB
4720;Mato Grosso;2509370;-37.736602;-6.546870;PARAIBA;PB
4721;Santa Cruz;2513208;-38.054463;-6.546633;PARAIBA;PB
4722;Xambioá;1722107;-48.451670;-6.544638;TOCANTINS;TO
4723;Riachão;2512747;-35.648045;-6.541324;PARAIBA;PB
4724;Piçarra;1505635;-49.012596;-6.541179;PARA;PA
4725;Campo de Santana;2516409;-35.518318;-6.537478;PARAIBA;PB
4726;Barra D'alcântara;2201176;-42.106479;-6.529654;PIAUI;PI
4727;Araruna;2501005;-35.755014;-6.524963;PARAIBA;PB
4728;Formosa da Serra Negra;2104099;-46.181310;-6.516858;MARANHAO;MA
4729;Sucupira do Norte;2111904;-44.338828;-6.509660;MARANHAO;MA
4730;Jericó;2507408;-37.818905;-6.509115;PARAIBA;PB
4731;Uiraúna;2516904;-38.391710;-6.507416;PARAIBA;PB
4732;Montanhas;2407708;-35.290879;-6.504624;RIO GRANDE DO NORTE;RN
4733;Novo Oriente do Piauí;2206902;-41.976933;-6.501142;PIAUI;PI
4734;Picuí;2511400;-36.336405;-6.492204;PARAIBA;PB
4735;Lagoa do Sítio;2205599;-41.486130;-6.490454;PIAUI;PI
4736;Aguiarnópolis;1700301;-47.513131;-6.487835;TOCANTINS;TO
4737;Altamira;1500602;-53.887029;-6.487099;PARA;PA
4738;São José do Seridó;2412401;-36.859192;-6.486417;RIO GRANDE DO NORTE;RN
4739;Bernardino Batista;2502052;-38.559398;-6.485340;PARAIBA;PB
4740;Saboeiro;2311900;-39.889319;-6.484698;CEARA;CE
4741;Riacho dos Cavalos;2512804;-37.637202;-6.477696;PARAIBA;PB
4742;Timbaúba dos Batistas;2414308;-37.247379;-6.477640;RIO GRANDE DO NORTE;RN
4743;Santarém;2513653;-38.483020;-6.476784;PARAIBA;PB
4744;Nova Floresta;2510105;-36.206283;-6.476397;PARAIBA;PB
4745;Bom Sucesso;2502300;-37.948969;-6.474854;PARAIBA;PB
4746;Santa Terezinha do Tocantins;1720002;-47.749906;-6.472042;TOCANTINS;TO
4747;Caicó;2402006;-37.038077;-6.467470;RIO GRANDE DO NORTE;RN
4748;Pedro Velho;2409803;-35.224115;-6.465169;RIO GRANDE DO NORTE;RN
4749;São João do Paraíso;2111052;-46.900134;-6.463113;MARANHAO;MA
4750;Riachinho;1718550;-48.135803;-6.459862;TOCANTINS;TO
4751;Manicoré;1302702;-61.446604;-6.459130;AMAZONAS;AM
4752;São Bento;2513901;-37.471677;-6.458854;PARAIBA;PB
4753;Jucás;2307403;-39.608011;-6.458564;CEARA;CE
4754;Mirador;2106706;-44.958781;-6.453411;MARANHAO;MA
4755;Paraná;2408607;-38.284292;-6.451192;RIO GRANDE DO NORTE;RN
4756;Nova Cruz;2408300;-35.428638;-6.448705;RIO GRANDE DO NORTE;RN
4757;Passa E Fica;2409100;-35.614285;-6.442632;RIO GRANDE DO NORTE;RN
4758;Tenente Ananias;2414100;-38.163864;-6.440673;RIO GRANDE DO NORTE;RN
4759;Angico;1701051;-47.912723;-6.435810;TOCANTINS;TO
4760;Baía Formosa;2401404;-35.045138;-6.434609;RIO GRANDE DO NORTE;RN
4761;Japi;2405405;-35.900163;-6.432228;RIO GRANDE DO NORTE;RN
4762;Monte das Gameleiras;2407906;-35.809205;-6.429554;RIO GRANDE DO NORTE;RN
4763;Serra de São Bento;2413300;-35.718570;-6.428186;RIO GRANDE DO NORTE;RN
4764;Canaã dos Carajás;1502152;-50.086631;-6.424191;PARA;PA
4765;Francinópolis;2204006;-42.233943;-6.423025;PIAUI;PI
4766;Frei Martinho;2506202;-36.448862;-6.415204;PARAIBA;PB
4767;Jaçanã;2405009;-36.214255;-6.411113;RIO GRANDE DO NORTE;RN
4768;Acari;2400109;-36.649720;-6.408803;RIO GRANDE DO NORTE;RN
4769;Sucupira do Riachão;2111953;-43.484812;-6.407400;MARANHAO;MA
4770;Major Sales;2407252;-38.317521;-6.404864;RIO GRANDE DO NORTE;RN
4771;Paraibano;2107704;-43.923863;-6.403627;MARANHAO;MA
4772;Brejo dos Santos;2502904;-37.847210;-6.398606;PARAIBA;PB
4773;Canguaretama;2402204;-35.148630;-6.394588;RIO GRANDE DO NORTE;RN
4774;Poço Dantas;2512036;-38.522838;-6.391113;PARAIBA;PB
4775;Icó;2305407;-38.784089;-6.389344;CEARA;CE
4776;Lagoa D'anta;2406205;-35.626331;-6.384561;RIO GRANDE DO NORTE;RN
4777;São Bento do Trairí;2411700;-36.048286;-6.383693;RIO GRANDE DO NORTE;RN
4778;Luís Gomes;2407005;-38.403046;-6.373516;RIO GRANDE DO NORTE;RN
4779;Amarante;2200509;-42.787654;-6.370401;PIAUI;PI
4780;Porto Franco;2109007;-47.179590;-6.368777;MARANHAO;MA
4781;Valença do Piauí;2211308;-41.797136;-6.366461;PIAUI;PI
4782;Alexandria;2400505;-37.989301;-6.364568;RIO GRANDE DO NORTE;RN
4783;Coronel Ezequiel;2402808;-36.195851;-6.357335;RIO GRANDE DO NORTE;RN
4784;Iguatu;2305506;-39.278535;-6.356099;CEARA;CE
4785;Cruzeta;2403004;-36.825306;-6.356024;RIO GRANDE DO NORTE;RN
4786;Regeneração;2208809;-42.490544;-6.352595;PIAUI;PI
4787;Várzea;2414704;-35.368319;-6.351397;RIO GRANDE DO NORTE;RN
4788;Pimenteiras;2208106;-41.163442;-6.343705;PIAUI;PI
4789;José da Penha;2406007;-38.283392;-6.340513;RIO GRANDE DO NORTE;RN
4790;Santo Antônio;2411502;-35.505426;-6.339427;RIO GRANDE DO NORTE;RN
4791;Jardim de Piranhas;2405603;-37.288368;-6.338365;RIO GRANDE DO NORTE;RN
4792;Nazaré;1714302;-47.780770;-6.330489;TOCANTINS;TO
4793;Brejo do Cruz;2502805;-37.497235;-6.329374;PARAIBA;PB
4794;São Fernando;2411809;-37.151022;-6.321073;RIO GRANDE DO NORTE;RN
4795;Catolé do Rocha;2504306;-37.704721;-6.320724;PARAIBA;PB
4796;Venha-Ver;2414753;-38.526893;-6.320682;RIO GRANDE DO NORTE;RN
4797;Parambu;2310308;-40.626045;-6.307154;CEARA;CE
4798;Espírito Santo;2403509;-35.304442;-6.305636;RIO GRANDE DO NORTE;RN
4799;Vila Flor;2415008;-35.086977;-6.302607;RIO GRANDE DO NORTE;RN
4800;São José do Campestre;2412302;-35.741841;-6.301231;RIO GRANDE DO NORTE;RN
4801;João Dias;2405900;-37.839937;-6.289989;RIO GRANDE DO NORTE;RN
4802;Goianinha;2404200;-35.213770;-6.287887;RIO GRANDE DO NORTE;RN
4803;Pilões;2410009;-38.029097;-6.286625;RIO GRANDE DO NORTE;RN
4804;Passagem;2409209;-35.395690;-6.283834;RIO GRANDE DO NORTE;RN
4805;Marcelino Vieira;2407302;-38.157836;-6.280610;RIO GRANDE DO NORTE;RN
4806;Riacho de Santana;2410801;-38.336725;-6.276758;RIO GRANDE DO NORTE;RN
4807;Tocantinópolis;1721208;-47.537793;-6.257317;TOCANTINS;TO
4808;Jundiá;2406155;-35.340318;-6.256218;RIO GRANDE DO NORTE;RN
4809;Coronel João Pessoa;2402907;-38.423142;-6.255511;RIO GRANDE DO NORTE;RN
4810;Serrinha;2413508;-35.574474;-6.255020;RIO GRANDE DO NORTE;RN
4811;Catarina;2303600;-39.908636;-6.254007;CEARA;CE
4812;Santa Cruz;2411205;-36.006590;-6.248493;RIO GRANDE DO NORTE;RN
4813;Orós;2309508;-38.944509;-6.244252;CEARA;CE
4814;Tibau do Sul;2414209;-35.100328;-6.241321;RIO GRANDE DO NORTE;RN
4815;Arneiroz;2301505;-40.153854;-6.239249;CEARA;CE
4816;Fernando Falcão;2104081;-45.329118;-6.238335;MARANHAO;MA
4817;Campo Redondo;2402105;-36.208845;-6.237819;RIO GRANDE DO NORTE;RN
4818;São José do Brejo do Cruz;2514651;-37.358348;-6.235173;PARAIBA;PB
4819;Ananás;1701002;-48.187375;-6.231841;TOCANTINS;TO
4820;Curionópolis;1502772;-49.625061;-6.228802;PARA;PA
4821;Sítio Novo;2111805;-46.595511;-6.227661;MARANHAO;MA
4822;Currais Novos;2403103;-36.443407;-6.223535;RIO GRANDE DO NORTE;RN
4823;Antônio Martins;2400901;-37.922818;-6.220391;RIO GRANDE DO NORTE;RN
4824;Brejinho;2401800;-35.383561;-6.218196;RIO GRANDE DO NORTE;RN
4825;São Miguel;2412500;-38.473476;-6.211527;RIO GRANDE DO NORTE;RN
4826;Tangará;2414001;-35.833708;-6.210318;RIO GRANDE DO NORTE;RN
4827;Água Nova;2400406;-38.308485;-6.208700;RIO GRANDE DO NORTE;RN
4828;São Francisco do Maranhão;2110906;-43.113799;-6.208483;MARANHAO;MA
4829;São Vicente;2413003;-36.659838;-6.207859;RIO GRANDE DO NORTE;RN
4830;Luzinópolis;1712454;-47.830305;-6.206415;TOCANTINS;TO
4831;Rafael Fernandes;2410504;-38.223807;-6.196923;RIO GRANDE DO NORTE;RN
4832;Arês;2401206;-35.208739;-6.193774;RIO GRANDE DO NORTE;RN
4833;Lagoa de Pedras;2406304;-35.450559;-6.192446;RIO GRANDE DO NORTE;RN
4834;São Geraldo do Araguaia;1507458;-48.749436;-6.188901;PARA;PA
4835;Elesbão Veloso;2203503;-42.190037;-6.188040;PIAUI;PI
4836;Campestre do Maranhão;2102556;-47.263816;-6.176288;MARANHAO;MA
4837;Florânia;2403806;-36.818236;-6.171015;RIO GRANDE DO NORTE;RN
4838;Quixelô;2311355;-39.119354;-6.170083;CEARA;CE
4839;Frutuoso Gomes;2404002;-37.839148;-6.161703;RIO GRANDE DO NORTE;RN
4840;Senador Georgino Avelino;2413201;-35.121128;-6.158660;RIO GRANDE DO NORTE;RN
4841;Jardim do Mulato;2205250;-42.521404;-6.156381;PIAUI;PI
4842;Parauapebas;1505536;-50.496191;-6.155004;PARA;PA
4843;Almino Afonso;2400604;-37.763003;-6.153468;RIO GRANDE DO NORTE;RN
4844;Tenente Laurentino Cruz;2414159;-36.716827;-6.153303;RIO GRANDE DO NORTE;RN
4845;Januário Cicco;2405306;-35.606769;-6.152998;RIO GRANDE DO NORTE;RN
4846;Passagem Franca;2107902;-43.757801;-6.152677;MARANHAO;MA
4847;Belém do Brejo do Cruz;2502003;-37.362541;-6.149340;PARAIBA;PB
4848;Lajes Pintadas;2406809;-36.134399;-6.148154;RIO GRANDE DO NORTE;RN
4849;Lagoa Salgada;2406601;-35.505019;-6.147280;RIO GRANDE DO NORTE;RN
4850;Serrinha dos Pintos;2413557;-37.993148;-6.144577;RIO GRANDE DO NORTE;RN
4851;Encanto;2403301;-38.306332;-6.134360;RIO GRANDE DO NORTE;RN
4852;Acopiara;2300309;-39.492930;-6.122492;CEARA;CE
4853;Aroazes;2200905;-41.828195;-6.120727;PIAUI;PI
4854;Pau dos Ferros;2409407;-38.169635;-6.117482;RIO GRANDE DO NORTE;RN
4855;Doutor Severiano;2403202;-38.399540;-6.113597;RIO GRANDE DO NORTE;RN
4856;Angical do Piauí;2200608;-42.750111;-6.106774;PIAUI;PI
4857;Presidente Juscelino;2410306;-35.727991;-6.104656;RIO GRANDE DO NORTE;RN
4858;Lajeado Novo;2105989;-46.925128;-6.103896;MARANHAO;MA
4859;Lucrécia;2406908;-37.824878;-6.103774;RIO GRANDE DO NORTE;RN
4860;Monte Alegre;2407807;-35.407102;-6.099061;RIO GRANDE DO NORTE;RN
4861;Messias Targino;2407609;-37.485457;-6.092721;RIO GRANDE DO NORTE;RN
4862;Lagoa Nova;2406502;-36.519269;-6.092359;RIO GRANDE DO NORTE;RN
4863;Cachoeirinha;1703826;-47.841054;-6.090214;TOCANTINS;TO
4864;Sítio Novo;2413706;-35.927306;-6.087978;RIO GRANDE DO NORTE;RN
4865;Patu;2409308;-37.621345;-6.086867;RIO GRANDE DO NORTE;RN
4866;Tapauá;1304104;-64.945475;-6.086837;AMAZONAS;AM
4867;Martins;2407401;-37.907106;-6.078850;RIO GRANDE DO NORTE;RN
4868;Eldorado dos Carajás;1502954;-49.245944;-6.069783;PARA;PA
4869;Rafael Godeiro;2410603;-37.730632;-6.068744;RIO GRANDE DO NORTE;RN
4870;São José de Mipibu;2412203;-35.290040;-6.063613;RIO GRANDE DO NORTE;RN
4871;Jucurutu;2406106;-37.021249;-6.058216;RIO GRANDE DO NORTE;RN
4872;Nísia Floresta;2408201;-35.172955;-6.055462;RIO GRANDE DO NORTE;RN
4873;Colinas;2103505;-44.180096;-6.054982;MARANHAO;MA
4874;Francisco Dantas;2403905;-38.108726;-6.052931;RIO GRANDE DO NORTE;RN
4875;Santo Antônio dos Milagres;2209450;-42.702451;-6.049934;PIAUI;PI
4876;Senador Elói de Souza;2413102;-35.679612;-6.045857;RIO GRANDE DO NORTE;RN
4877;Pereiro;2310803;-38.489375;-6.040800;CEARA;CE
4878;Hugo Napoleão;2204600;-42.512287;-6.037636;PIAUI;PI
4879;Vera Cruz;2414803;-35.435858;-6.036963;RIO GRANDE DO NORTE;RN
4880;Portalegre;2410207;-38.015411;-6.032572;RIO GRANDE DO NORTE;RN
4881;Lagoa do Mato;2105922;-43.495597;-6.031529;MARANHAO;MA
4882;Maurilândia do Tocantins;1712801;-47.589152;-6.023863;TOCANTINS;TO
4883;Lagoa de Velhos;2406403;-35.843969;-6.010984;RIO GRANDE DO NORTE;RN
4884;São Gonçalo do Piauí;2209807;-42.651891;-6.002644;PIAUI;PI
4885;Bom Jesus;2401701;-35.590761;-6.000831;RIO GRANDE DO NORTE;RN
4886;Janduís;2405207;-37.478018;-5.994716;RIO GRANDE DO NORTE;RN
4887;Umarizal;2414506;-37.832289;-5.991319;RIO GRANDE DO NORTE;RN
4888;São Tomé;2412906;-36.128439;-5.988296;RIO GRANDE DO NORTE;RN
4889;Cerro Corá;2402709;-36.326858;-5.987939;RIO GRANDE DO NORTE;RN
4890;Viçosa;2414902;-37.955882;-5.986124;RIO GRANDE DO NORTE;RN
4891;São Francisco do Oeste;2411908;-38.184254;-5.985421;RIO GRANDE DO NORTE;RN
4892;Ererê;2304277;-38.315396;-5.980109;CEARA;CE
4893;Olho-D'água do Borges;2408409;-37.709808;-5.979382;RIO GRANDE DO NORTE;RN
4894;São Bento do Tocantins;1720101;-47.939555;-5.974788;TOCANTINS;TO
4895;Bodó;2401651;-36.441730;-5.962816;RIO GRANDE DO NORTE;RN
4896;Ribamar Fiquene;2109551;-47.313280;-5.962763;MARANHAO;MA
4897;Jaguaribe;2306900;-38.704818;-5.961297;CEARA;CE
4898;Barcelona;2401503;-35.921723;-5.960687;RIO GRANDE DO NORTE;RN
4899;Tauá;2313302;-40.259901;-5.937465;CEARA;CE
4900;São Félix do Piauí;2209609;-42.102883;-5.935555;PIAUI;PI
4901;Taboleiro Grande;2413805;-38.050737;-5.934860;RIO GRANDE DO NORTE;RN
4902;São Paulo do Potengi;2412609;-35.754416;-5.933883;RIO GRANDE DO NORTE;RN
4903;Macaíba;2407104;-35.428631;-5.926673;RIO GRANDE DO NORTE;RN
4904;Palestina do Pará;1505494;-48.369788;-5.926515;PARA;PA
4905;Riacho da Cruz;2410702;-37.966477;-5.923661;RIO GRANDE DO NORTE;RN
4906;Triunfo Potiguar;2414456;-37.151577;-5.918469;RIO GRANDE DO NORTE;RN
4907;Parnamirim;2403251;-35.229896;-5.914352;RIO GRANDE DO NORTE;RN
4908;Água Branca;2200202;-42.627634;-5.913531;PIAUI;PI
4909;Santa Cruz dos Milagres;2209153;-41.871515;-5.905634;PIAUI;PI
4910;Santana do Matos;2411403;-36.635062;-5.904224;RIO GRANDE DO NORTE;RN
4911;São Pedro;2412708;-35.630301;-5.892568;RIO GRANDE DO NORTE;RN
4912;Deputado Irapuan Pinheiro;2304269;-39.266440;-5.887127;CEARA;CE
4913;Palmeirais;2207504;-42.955331;-5.882926;PIAUI;PI
4914;Augusto Severo;2401305;-37.324829;-5.881090;RIO GRANDE DO NORTE;RN
4915;Assunção do Piauí;2201051;-41.068763;-5.880033;PIAUI;PI
4916;Quiterianópolis;2311264;-40.760729;-5.871849;CEARA;CE
4917;Itaituba;1503606;-56.497088;-5.871394;PARA;PA
4918;Piquet Carneiro;2310902;-39.452012;-5.863307;CEARA;CE
4919;Montes Altos;2107001;-47.041169;-5.858583;MARANHAO;MA
4920;Rodolfo Fernandes;2411007;-38.081071;-5.858475;RIO GRANDE DO NORTE;RN
4921;Ruy Barbosa;2411106;-35.940649;-5.856787;RIO GRANDE DO NORTE;RN
4922;Jatobá;2105450;-44.294168;-5.851768;MARANHAO;MA
4923;Passagem Franca do Piauí;2207751;-42.402624;-5.848060;PIAUI;PI
4924;Olho D'água do Piauí;2207108;-42.552856;-5.838256;PIAUI;PI
4925;São Rafael;2412807;-36.878577;-5.838077;RIO GRANDE DO NORTE;RN
4926;Grajaú;2104800;-46.054569;-5.822861;MARANHAO;MA
4927;Lagoinha do Piauí;2205540;-42.627212;-5.820866;PIAUI;PI
4928;São Miguel da Baixa Grande;2210383;-42.273042;-5.818919;PIAUI;PI
4929;Itaú;2404903;-37.915757;-5.818195;RIO GRANDE DO NORTE;RN
4930;São Pedro do Piauí;2210508;-42.786200;-5.817917;PIAUI;PI
4931;Barro Duro;2201408;-42.491952;-5.815868;PIAUI;PI
4932;Itaguatins;1710706;-47.595399;-5.803487;TOCANTINS;TO
4933;Natal;2408102;-35.228798;-5.803114;RIO GRANDE DO NORTE;RN
4934;Riachuelo;2410900;-35.849545;-5.798488;RIO GRANDE DO NORTE;RN
4935;Mombaça;2308500;-39.748599;-5.788775;CEARA;CE
4936;Santa Maria;2409332;-35.720442;-5.788738;RIO GRANDE DO NORTE;RN
4937;Buriti Bravo;2102309;-43.829675;-5.788062;MARANHAO;MA
4938;São Gonçalo do Amarante;2412005;-35.365289;-5.787622;RIO GRANDE DO NORTE;RN
4939;Paraú;2408706;-37.110868;-5.784315;RIO GRANDE DO NORTE;RN
4940;Ielmo Marinho;2404606;-35.550395;-5.784100;RIO GRANDE DO NORTE;RN
4941;Solonópole;2313005;-39.002831;-5.777234;CEARA;CE
4942;Iracema;2306009;-38.338085;-5.775434;CEARA;CE
4943;Severiano Melo;2413607;-37.972612;-5.769186;RIO GRANDE DO NORTE;RN
4944;Agricolândia;2200103;-42.681110;-5.767957;PIAUI;PI
4945;Caiçara do Rio do Vento;2401909;-36.026417;-5.765996;RIO GRANDE DO NORTE;RN
4946;Caraúbas;2402303;-37.583796;-5.764870;RIO GRANDE DO NORTE;RN
4947;Fernando Pedroza;2403756;-36.392841;-5.760638;RIO GRANDE DO NORTE;RN
4948;Potiretama;2311231;-38.167638;-5.749406;CEARA;CE
4949;Brejo Grande do Araguaia;1501758;-48.438049;-5.739768;PARA;PA
4950;São Miguel do Tapuio;2210409;-41.438633;-5.731635;PIAUI;PI
4951;Prata do Piauí;2208601;-42.166631;-5.725233;PIAUI;PI
4952;Governador Edison Lobão;2104552;-47.323237;-5.719651;MARANHAO;MA
4953;Atalaia do Norte;1300201;-71.743357;-5.711638;AMAZONAS;AM
4954;Miguel Leão;2206308;-42.700933;-5.700700;PIAUI;PI
4955;Lajes;2406700;-36.180330;-5.697678;RIO GRANDE DO NORTE;RN
4956;Itajá;2404853;-36.807467;-5.691215;RIO GRANDE DO NORTE;RN
4957;Extremoz;2403608;-35.268999;-5.681045;RIO GRANDE DO NORTE;RN
4958;Bento Fernandes;2401602;-35.811770;-5.675970;RIO GRANDE DO NORTE;RN
4959;Fortuna;2104206;-44.029551;-5.668084;MARANHAO;MA
4960;Araguatins;1702208;-48.107662;-5.663818;TOCANTINS;TO
4961;São Domingos do Araguaia;1507151;-48.729851;-5.656947;PARA;PA
4962;Barra do Corda;2101608;-45.251197;-5.655746;MARANHAO;MA
4963;Angicos;2400802;-36.556785;-5.646419;RIO GRANDE DO NORTE;RN
4964;Axixá do Tocantins;1702901;-47.766760;-5.646276;TOCANTINS;TO
4965;Milhã;2308351;-39.171337;-5.641173;CEARA;CE
4966;São Domingos do Maranhão;2110708;-44.336793;-5.637815;MARANHAO;MA
4967;Marabá;1504208;-50.020249;-5.630959;PARA;PA
4968;Sítio Novo do Tocantins;1720804;-47.686151;-5.629739;TOCANTINS;TO
4969;Apodi;2401008;-37.835779;-5.628452;RIO GRANDE DO NORTE;RN
4970;Parnarama;2107803;-43.466568;-5.621154;MARANHAO;MA
4971;Jaguaribara;2306801;-38.536110;-5.616159;CEARA;CE
4972;Curralinhos;2203255;-42.846081;-5.615802;PIAUI;PI
4973;Jardim de Angicos;2405504;-35.986790;-5.613751;RIO GRANDE DO NORTE;RN
4974;Upanema;2414605;-37.291308;-5.609713;RIO GRANDE DO NORTE;RN
4975;Monsenhor Gil;2206407;-42.606484;-5.608041;PIAUI;PI
4976;Tuntum;2112308;-44.725002;-5.605604;MARANHAO;MA
4977;Davinópolis;2103752;-47.301204;-5.599182;MARANHAO;MA
4978;Taipu;2413904;-35.585132;-5.596770;RIO GRANDE DO NORTE;RN
4979;Ceará-Mirim;2402600;-35.395343;-5.595789;RIO GRANDE DO NORTE;RN
4980;Novo Oriente;2309409;-40.770870;-5.592045;CEARA;CE
4981;Senador Pompeu;2312700;-39.437985;-5.580202;CEARA;CE
4982;Poço Branco;2410108;-35.694365;-5.571473;RIO GRANDE DO NORTE;RN
4983;São Miguel do Tocantins;1720200;-47.594628;-5.543391;TOCANTINS;TO
4984;São João da Serra;2209906;-41.876830;-5.542050;PIAUI;PI
4985;Felipe Guerra;2403707;-37.655993;-5.539432;RIO GRANDE DO NORTE;RN
4986;Ipanguaçu;2404705;-36.802586;-5.538380;RIO GRANDE DO NORTE;RN
4987;Governador Luiz Rocha;2104628;-44.093801;-5.536763;MARANHAO;MA
4988;Açu;2400208;-37.013885;-5.527135;RIO GRANDE DO NORTE;RN
4989;Pedra Preta;2409605;-36.079467;-5.524454;RIO GRANDE DO NORTE;RN
4990;Santa Filomena do Maranhão;2109759;-44.613891;-5.519464;MARANHAO;MA
4991;Buritirana;2102358;-47.062013;-5.518679;MARANHAO;MA
4992;Alto Santo;2300705;-38.200657;-5.517487;CEARA;CE
4993;Augustinópolis;1702554;-47.929599;-5.498306;TOCANTINS;TO
4994;Pedra Branca;2310506;-39.846874;-5.497091;CEARA;CE
4995;Jaguaretama;2306702;-38.751482;-5.488820;CEARA;CE
4996;João Câmara;2405801;-35.873862;-5.475396;RIO GRANDE DO NORTE;RN
4997;Pedro Avelino;2409704;-36.331794;-5.474841;RIO GRANDE DO NORTE;RN
4998;Independência;2305605;-40.341940;-5.474470;CEARA;CE
4999;Praia Norte;1718303;-47.782720;-5.472608;TOCANTINS;TO
5000;Afonso Bezerra;2400307;-36.600017;-5.471536;RIO GRANDE DO NORTE;RN
5001;Beneditinos;2201606;-42.402922;-5.469843;PIAUI;PI
5002;Lagoa do Piauí;2205581;-42.607788;-5.460973;PIAUI;PI
5003;Maxaranguape;2407500;-35.354895;-5.451985;RIO GRANDE DO NORTE;RN
5004;São João do Araguaia;1507508;-48.697616;-5.446999;PARA;PA
5005;Nazária;2206720;-42.867614;-5.445460;PIAUI;PI
5006;Benjamin Constant;1300607;-70.286749;-5.440181;AMAZONAS;AM
5007;Graça Aranha;2104701;-44.316724;-5.415285;MARANHAO;MA
5008;Pureza;2410405;-35.582080;-5.407257;RIO GRANDE DO NORTE;RN
5009;Governador Dix-Sept Rosado;2404309;-37.536858;-5.395157;RIO GRANDE DO NORTE;RN
5010;Jenipapo dos Vieiras;2105476;-45.574454;-5.389791;MARANHAO;MA
5011;Senador La Rocque;2111763;-47.144440;-5.388699;MARANHAO;MA
5012;Governador Eugênio Barros;2104602;-44.066879;-5.385469;MARANHAO;MA
5013;Matões;2106607;-43.299523;-5.383507;MARANHAO;MA
5014;Rio do Fogo;2408953;-35.399992;-5.377418;RIO GRANDE DO NORTE;RN
5015;Alto Longá;2200301;-42.154567;-5.377383;PIAUI;PI
5016;Alto do Rodrigues;2400703;-36.722570;-5.362889;RIO GRANDE DO NORTE;RN
5017;Jandaíra;2405108;-36.142827;-5.354280;RIO GRANDE DO NORTE;RN
5018;Imperatriz;2105302;-47.575510;-5.340255;MARANHAO;MA
5019;Demerval Lobão;2203305;-42.671269;-5.338121;PIAUI;PI
5020;Buriti do Tocantins;1703800;-48.137562;-5.337403;TOCANTINS;TO
5021;Carrasco Bonito;1703891;-48.010821;-5.336160;TOCANTINS;TO
5022;Sampaio;1718808;-47.919386;-5.329498;TOCANTINS;TO
5023;Esperantina;1707405;-48.544251;-5.327384;TOCANTINS;TO
5024;São João do Jaguaribe;2312502;-38.273417;-5.325927;CEARA;CE
5025;Tabuleiro do Norte;2313104;-38.044151;-5.325408;CEARA;CE
5026;Castelo do Piauí;2202604;-41.572779;-5.317430;PIAUI;PI
5027;Pendências;2409902;-36.623622;-5.293336;RIO GRANDE DO NORTE;RN
5028;Parazinho;2408805;-35.953338;-5.290673;RIO GRANDE DO NORTE;RN
5029;Presidente Dutra;2109106;-44.455746;-5.285754;MARANHAO;MA
5030;Amarante do Maranhão;2100600;-46.573354;-5.285340;MARANHAO;MA
5031;Novo Santo Antônio;2206951;-41.914778;-5.276958;PIAUI;PI
5032;Touros;2414407;-35.620324;-5.276468;RIO GRANDE DO NORTE;RN
5033;Banabuiú;2301851;-38.902615;-5.263332;CEARA;CE
5034;Senador Alexandre Costa;2111748;-43.984901;-5.261298;MARANHAO;MA
5035;Carnaubais;2402501;-36.856755;-5.259633;RIO GRANDE DO NORTE;RN
5036;Pau D'arco do Piauí;2207793;-42.470605;-5.245366;PIAUI;PI
5037;Quixeramobim;2311405;-39.331843;-5.245128;CEARA;CE
5038;São Sebastião do Tocantins;1720309;-48.331877;-5.240136;TOCANTINS;TO
5039;João Lisboa;2105500;-47.126769;-5.229464;MARANHAO;MA
5040;Crateús;2304103;-40.719795;-5.197497;CEARA;CE
5041;Macau;2407203;-36.525737;-5.194995;RIO GRANDE DO NORTE;RN
5042;Timon;2112209;-42.976609;-5.184859;MARANHAO;MA
5043;São Miguel do Gostoso;2412559;-35.740537;-5.182693;RIO GRANDE DO NORTE;RN
5044;Galinhos;2404101;-36.207970;-5.175914;RIO GRANDE DO NORTE;RN
5045;Mossoró;2408003;-37.324996;-5.175472;RIO GRANDE DO NORTE;RN
5046;Caiçara do Norte;2401859;-36.083631;-5.175418;RIO GRANDE DO NORTE;RN
5047;Guamaré;2404507;-36.344036;-5.174537;RIO GRANDE DO NORTE;RN
5048;Serra do Mel;2413359;-37.024846;-5.172448;RIO GRANDE DO NORTE;RN
5049;São Francisco do Brejão;2110856;-47.353942;-5.158359;MARANHAO;MA
5050;Limoeiro do Norte;2307601;-38.046264;-5.157232;CEARA;CE
5051;Itaipava do Grajaú;2105351;-45.702607;-5.156701;MARANHAO;MA
5052;Gonçalves Dias;2104404;-44.170082;-5.151996;MARANHAO;MA
5053;Pedra Grande;2409506;-35.873331;-5.145842;RIO GRANDE DO NORTE;RN
5054;Buriti dos Montes;2202026;-41.222596;-5.144222;PIAUI;PI
5055;São Bento do Norte;2411601;-35.988768;-5.144040;RIO GRANDE DO NORTE;RN
5056;São Pedro da Água Branca;2111532;-48.372091;-5.132640;MARANHAO;MA
5057;Trairão;1508050;-56.003320;-5.130208;PARA;PA
5058;Carauari;1301001;-67.337501;-5.118672;AMAZONAS;AM
